Species	xvar	yvar	experiment
Pongo_abelii	7.99332654516607	3.368587866	ScaffoldN50.Alpha
Rattus_norvegicus	7.17570389835042	2.535387586	ScaffoldN50.Alpha
Saimiri_boliviensis	7.27288266452259	2.470228829	ScaffoldN50.Alpha
Sus_scrofa	5.76042851524913	1.87809756	ScaffoldN50.Alpha
Bos_taurus	2.78655543298585	2.973367307	Predicted_alpha_evo.Alpha
Callithrix_jacchus	2.18811298037728	2.300218497	Predicted_alpha_evo.Alpha
Canis_lupus_familiaris	2.7204823682124	1.339210792	Predicted_alpha_evo.Alpha
Ceratotherium_simum_cottoni	2.80081837769944	3.07205928	Predicted_alpha_evo.Alpha
Daubentonia_madagascariensis	2.70698749783621	2.954661506	Predicted_alpha_evo.Alpha
Dicerorhinus_sumatrensis	2.67973941386551	2.404204696	Predicted_alpha_evo.Alpha
Equus_caballus	3.37677152718327	4.106223373	Predicted_alpha_evo.Alpha
Felis_catus	2.12223688370942	0.9766717203	Predicted_alpha_evo.Alpha
Homo_sapiens	3.60837555727636	3.867057387	Predicted_alpha_evo.Alpha
Macaca_mulatta	2.93905298051749	2.595815891	Predicted_alpha_evo.Alpha
Microcebus_murinus	2.32190789148501	2.890600042	Predicted_alpha_evo.Alpha
Mus_musculus	1.94437385035276	2.821501142	Predicted_alpha_evo.Alpha
Mus_pahari	1.99670520661536	2.660088058	Predicted_alpha_evo.Alpha
Nomascus_leucogenys	3.21274511298165	3.937802443	Predicted_alpha_evo.Alpha
Oryctolagus_cuniculus	2.42504569656771	2.620016186	Predicted_alpha_evo.Alpha
Ovis_aries	2.67799949159231	3.425547178	Predicted_alpha_evo.Alpha
Pongo_abelii	3.55857713976472	3.368587866	Predicted_alpha_evo.Alpha
Rattus_norvegicus	2.13024733446056	2.535387586	Predicted_alpha_evo.Alpha
Saimiri_boliviensis	2.73964235052501	2.470228829	Predicted_alpha_evo.Alpha
Sus_scrofa	2.41609698836222	1.87809756	Predicted_alpha_evo.Alpha
Bos_taurus	2.78655543298585	2.973367307	Predicted_alpha_evo_no_carnivora.Alpha
Callithrix_jacchus	2.18811298037728	2.300218497	Predicted_alpha_evo_no_carnivora.Alpha
Ceratotherium_simum_cottoni	2.80081837769944	3.07205928	Predicted_alpha_evo_no_carnivora.Alpha
Daubentonia_madagascariensis	2.70698749783621	2.954661506	Predicted_alpha_evo_no_carnivora.Alpha
Dicerorhinus_sumatrensis	2.67973941386551	2.404204696	Predicted_alpha_evo_no_carnivora.Alpha
Equus_caballus	3.37677152718327	4.106223373	Predicted_alpha_evo_no_carnivora.Alpha
Homo_sapiens	3.60837555727636	3.867057387	Predicted_alpha_evo_no_carnivora.Alpha
Macaca_mulatta	2.93905298051749	2.595815891	Predicted_alpha_evo_no_carnivora.Alpha
Microcebus_murinus	2.32190789148501	2.890600042	Predicted_alpha_evo_no_carnivora.Alpha
Mus_musculus	1.94437385035276	2.821501142	Predicted_alpha_evo_no_carnivora.Alpha
Mus_pahari	1.99670520661536	2.660088058	Predicted_alpha_evo_no_carnivora.Alpha
Nomascus_leucogenys	3.21274511298165	3.937802443	Predicted_alpha_evo_no_carnivora.Alpha
Oryctolagus_cuniculus	2.42504569656771	2.620016186	Predicted_alpha_evo_no_carnivora.Alpha
Ovis_aries	2.67799949159231	3.425547178	Predicted_alpha_evo_no_carnivora.Alpha
Pongo_abelii	3.55857713976472	3.368587866	Predicted_alpha_evo_no_carnivora.Alpha
Rattus_norvegicus	2.13024733446056	2.535387586	Predicted_alpha_evo_no_carnivora.Alpha
Saimiri_boliviensis	2.73964235052501	2.470228829	Predicted_alpha_evo_no_carnivora.Alpha
Sus_scrofa	2.41609698836222	1.87809756	Predicted_alpha_evo_no_carnivora.Alpha
Callithrix_jacchus	2.18811298037728	2.300218497	Predicted_alpha_evo_primates_only.Alpha
Daubentonia_madagascariensis	2.70698749783621	2.954661506	Predicted_alpha_evo_primates_only.Alpha
Homo_sapiens	3.60837555727636	3.867057387	Predicted_alpha_evo_primates_only.Alpha
Macaca_mulatta	2.93905298051749	2.595815891	Predicted_alpha_evo_primates_only.Alpha
Microcebus_murinus	2.32190789148501	2.890600042	Predicted_alpha_evo_primates_only.Alpha
Nomascus_leucogenys	3.21274511298165	3.937802443	Predicted_alpha_evo_primates_only.Alpha
Pongo_abelii	3.55857713976472	3.368587866	Predicted_alpha_evo_primates_only.Alpha
Saimiri_boliviensis	2.73964235052501	2.470228829	Predicted_alpha_evo_primates_only.Alpha
Bos_taurus	0.816241299991783	0.8344504669	Generation_time_y.Xz_a
Callithrix_jacchus	0.423245873936808	0.8686734936	Generation_time_y.Xz_a
Canis_lupus_familiaris	0.553883026643874	0.9516630718	Generation_time_y.Xz_a
Ceratotherium_simum_cottoni	1.16702179579026	0.8303839951	Generation_time_y.Xz_a
Daubentonia_madagascariensis	0.903089986991944	0.835244095	Generation_time_y.Xz_a
Dicerorhinus_sumatrensis	1.07918124604762	0.8625029122	Generation_time_y.Xz_a
Equus_caballus	1.07918124604762	0.797226303	Generation_time_y.Xz_a
Felis_catus	0.352182518111362	1.003933933	Generation_time_y.Xz_a
Homo_sapiens	1.46239799789896	0.803641971	Generation_time_y.Xz_a
Macaca_mulatta	0.866287339084195	0.8520673342	Generation_time_y.Xz_a
Microcebus_murinus	0.494850021680094	0.8380198409	Generation_time_y.Xz_a
Mus_musculus	-0.1249387366083	0.8411181824	Generation_time_y.Xz_a
Mus_pahari	-0.1249387366083	0.8488116468	Generation_time_y.Xz_a
Nomascus_leucogenys	1.13033376849501	0.8016794936	Generation_time_y.Xz_a
Oryctolagus_cuniculus	0.255272505103306	0.8508279058	Generation_time_y.Xz_a
Ovis_aries	0.707995746422929	0.8173071728	Generation_time_y.Xz_a
Pongo_abelii	1.39794000867204	0.8192712811	Generation_time_y.Xz_a
Rattus_norvegicus	0	0.855236279	Generation_time_y.Xz_a
Saimiri_boliviensis	0.653212513775344	0.8587769566	Generation_time_y.Xz_a
Sus_scrofa	0.397940008672038	0.8983011588	Generation_time_y.Xz_a
Bos_taurus	0.0759230861745237	2.973367307	MutPerYearUCSC.Alpha
Callithrix_jacchus	0.22009672455011	2.300218497	MutPerYearUCSC.Alpha
Canis_lupus_familiaris	0.307609957881686	1.339210792	MutPerYearUCSC.Alpha
Ceratotherium_simum_cottoni	-0.268089634044302	3.07205928	MutPerYearUCSC.Alpha
Daubentonia_madagascariensis	-0.047731581089576	2.954661506	MutPerYearUCSC.Alpha
Dicerorhinus_sumatrensis	-0.236083831254203	2.404204696	MutPerYearUCSC.Alpha
Equus_caballus	0.165265352831144	4.106223373	MutPerYearUCSC.Alpha
Felis_catus	0.266582536166939	0.9766717203	MutPerYearUCSC.Alpha
Homo_sapiens	0.00622008534854736	3.867057387	MutPerYearUCSC.Alpha
Macaca_mulatta	0.101350794648402	2.595815891	MutPerYearUCSC.Alpha
Microcebus_murinus	0.199661778269413	2.890600042	MutPerYearUCSC.Alpha
Mus_musculus	0.678927563575889	2.821501142	MutPerYearUCSC.Alpha
Mus_pahari	0.697777905408994	2.660088058	MutPerYearUCSC.Alpha
Nomascus_leucogenys	-0.0039439416342267	3.937802443	MutPerYearUCSC.Alpha
Oryctolagus_cuniculus	0.480065916287391	2.620016186	MutPerYearUCSC.Alpha
Ovis_aries	0.134324304950663	3.425547178	MutPerYearUCSC.Alpha
Pongo_abelii	0.0139744878018857	3.368587866	MutPerYearUCSC.Alpha
Rattus_norvegicus	0.621734502039967	2.535387586	MutPerYearUCSC.Alpha
Saimiri_boliviensis	0.217063762722564	2.470228829	MutPerYearUCSC.Alpha
Sus_scrofa	0.333801607918257	1.87809756	MutPerYearUCSC.Alpha
Callithrix_jacchus	-0.818583665375184	2.300218497	PC1.Alpha
Canis_lupus_familiaris	-0.0525970459491075	1.339210792	PC1.Alpha
Ceratotherium_simum_cottoni	2.87096155812883	3.07205928	PC1.Alpha
Daubentonia_madagascariensis	0.221187554240066	2.954661506	PC1.Alpha
Dicerorhinus_sumatrensis	2.21175347877764	2.404204696	PC1.Alpha
Equus_caballus	2.26815047699734	4.106223373	PC1.Alpha
Felis_catus	-0.713078238332574	0.9766717203	PC1.Alpha
Homo_sapiens	1.97752778411494	3.867057387	PC1.Alpha
Macaca_mulatta	0.574045588018005	2.595815891	PC1.Alpha
Microcebus_murinus	-1.56851963955014	2.890600042	PC1.Alpha
Mus_musculus	-3.12744829934706	2.821501142	PC1.Alpha
Mus_pahari	-3.1657538494672	2.660088058	PC1.Alpha
Oryctolagus_cuniculus	-1.40012543563687	2.620016186	PC1.Alpha
Ovis_aries	0.907780374062426	3.425547178	PC1.Alpha
Pongo_abelii	1.76576518263386	3.368587866	PC1.Alpha
Rattus_norvegicus	-2.36860346812949	2.535387586	PC1.Alpha
Sus_scrofa	0.417537644814521	1.87809756	PC1.Alpha
Callithrix_jacchus	-0.652639198527849	2.300218497	PC2.Alpha
Canis_lupus_familiaris	0.569334961573249	1.339210792	PC2.Alpha
Ceratotherium_simum_cottoni	0.263983714591556	3.07205928	PC2.Alpha
Daubentonia_madagascariensis	-0.765314906827759	2.954661506	PC2.Alpha
Dicerorhinus_sumatrensis	0.487601204569158	2.404204696	PC2.Alpha
Equus_caballus	0.17586184060568	4.106223373	PC2.Alpha
Felis_catus	0.314322341180936	0.9766717203	PC2.Alpha
Homo_sapiens	-0.724562345622027	3.867057387	PC2.Alpha
Macaca_mulatta	-0.35772709860593	2.595815891	PC2.Alpha
Microcebus_murinus	-0.791605253029178	2.890600042	PC2.Alpha
Mus_musculus	0.0289598084726902	2.821501142	PC2.Alpha
Mus_pahari	-0.110761871485978	2.660088058	PC2.Alpha
Oryctolagus_cuniculus	0.515077721449729	2.620016186	PC2.Alpha
Ovis_aries	0.418513008099439	3.425547178	PC2.Alpha
Pongo_abelii	-0.667838567430465	3.368587866	PC2.Alpha
Rattus_norvegicus	0.441682512933264	2.535387586	PC2.Alpha
Sus_scrofa	0.855112128053483	1.87809756	PC2.Alpha
Callithrix_jacchus	-1.13496076004066	2.300218497	RC1.Alpha
Canis_lupus_familiaris	0.701646424028272	1.339210792	RC1.Alpha
Ceratotherium_simum_cottoni	1.41461931598161	3.07205928	RC1.Alpha
Daubentonia_madagascariensis	-0.886555954255885	2.954661506	RC1.Alpha
Dicerorhinus_sumatrensis	1.44996996806766	2.404204696	RC1.Alpha
Equus_caballus	1.07616617223657	4.106223373	RC1.Alpha
Felis_catus	0.130020566970694	0.9766717203	RC1.Alpha
Homo_sapiens	-0.174146869615703	3.867057387	RC1.Alpha
Macaca_mulatta	-0.237327819281682	2.595815891	RC1.Alpha
Microcebus_murinus	-1.59319250186785	2.890600042	RC1.Alpha
Mus_musculus	-1.13991037808666	2.821501142	RC1.Alpha
Mus_pahari	-1.33137040510174	2.660088058	RC1.Alpha
Oryctolagus_cuniculus	0.125927812424041	2.620016186	RC1.Alpha
Ovis_aries	0.871844612329098	3.425547178	RC1.Alpha
Pongo_abelii	-0.181938378545199	3.368587866	RC1.Alpha
Rattus_norvegicus	-0.331435414127366	2.535387586	RC1.Alpha
Sus_scrofa	1.24064360888479	1.87809756	RC1.Alpha
Callithrix_jacchus	-0.542811955655696	2.300218497	RC2.Alpha
Canis_lupus_familiaris	0.756018327868171	1.339210792	RC2.Alpha
Ceratotherium_simum_cottoni	-0.71626051617306	3.07205928	RC2.Alpha
Daubentonia_madagascariensis	-1.07170648273908	2.954661506	RC2.Alpha
Dicerorhinus_sumatrensis	-0.184043162700298	2.404204696	RC2.Alpha
Equus_caballus	-0.608169416743744	4.106223373	RC2.Alpha
Felis_catus	0.669425260718145	0.9766717203	RC2.Alpha
Homo_sapiens	-1.66610948592274	3.867057387	RC2.Alpha
Macaca_mulatta	-0.67435769078919	2.595815891	RC2.Alpha
Microcebus_murinus	-0.446297223738481	2.890600042	RC2.Alpha
Mus_musculus	1.18979153507593	2.821501142	RC2.Alpha
Mus_pahari	1.02312533351628	2.660088058	RC2.Alpha
Oryctolagus_cuniculus	1.18231972713033	2.620016186	RC2.Alpha
Ovis_aries	0.207020951431772	3.425547178	RC2.Alpha
Pongo_abelii	-1.51469212639755	3.368587866	RC2.Alpha
Rattus_norvegicus	1.44419658974685	2.535387586	RC2.Alpha
Sus_scrofa	0.952550335372349	1.87809756	RC2.Alpha
