alpha	alpha_lwr	alpha_upr	xz_a	xz_a_lwr	xz_a_upr	species	mut_type
1.47086134189745	1.21920303525279	1.83869503119716	1.06352188929871	1.03292518857306	1.09848363678614	Egretta_garzetta	mod
1.57826235301615	1.36001815892917	1.87601804250025	1.07476125051687	1.05084963118709	1.10153135684535	Lophotis_ruficrista	exptotsub
1.8225030129798	1.46209902941919	2.33837464414708	1.09713636078773	1.06256166302244	1.13363535520632	Cuculus_canorus	exptotsub
1.4641733104413	1.17281716784745	1.81985741285822	1.06278959201374	1.02651199717502	1.09691475995911	Egretta_garzetta	exptotsub
3.27085469525365	2.15346777586471	5.24074257424386	1.17723655312502	1.1219258562159	1.22650843890201	Lophotis_ruficrista	C>A
3.85460522220344	2.49000405460711	6.95169831383841	1.19600668448091	1.14231158773203	1.24949380115359	Cuculus_canorus	C>A
7.23920393167561	3.31147443173239	132.385246764943	1.25241936734887	1.17870718925603	1.32833527932934	Egretta_garzetta	C>A
2.14524866650546	1.76701495922583	2.60893784453103	1.12137340985696	1.09239980876244	1.14860677516417	Lophotis_ruficrista	C>G
2.24057273965318	1.754296031749	3.02420021396404	1.12760838276857	1.09128721375071	1.16766894507717	Cuculus_canorus	C>G
2.08528530514357	1.56493448388469	2.79147024579629	1.11725391093591	1.07341766263871	1.15750004876363	Egretta_garzetta	C>G
1.63097497410161	1.25034921124355	2.10024598635718	1.07994184415951	1.0370830165666	1.11829663314878	Lophotis_ruficrista	C>T
1.90476237011022	1.49086080807347	2.49717720870863	1.10382517337966	1.06568824272617	1.14270339756498	Cuculus_canorus	C>T
2.01337097773566	1.48770723235787	2.78289305431894	1.11209715909779	1.06534895880756	1.15710137089244	Egretta_garzetta	C>T
2.15935195571494	1.52183708036272	3.65539773409394	1.12231959506947	1.06897578547351	1.19013038811894	Lophotis_ruficrista	T>A
2.3752691015111	1.82097881945302	3.23129363042777	1.13581821776278	1.0970087420002	1.17577710469617	Cuculus_canorus	T>A
2.28618686668615	1.64143618690444	3.349584992511	1.1304639611059	1.08094538242548	1.18006200565161	Egretta_garzetta	T>A
1.37586596213418	0.973261667000263	2.20593126225211	1.05273388989174	0.995483225658497	1.12538543547406	Lophotis_ruficrista	T>C
1.42575279678654	1.09073252170135	1.90166791999518	1.05850455953997	1.01446582649216	1.1035804170631	Cuculus_canorus	T>C
1.08278714724375	0.815674944684653	1.45170911844769	1.01324941714972	0.966160415836003	1.0614141804247	Egretta_garzetta	T>C
0.840330711828671	0.574474247849167	1.22980697443275	0.971079602315486	0.909911567256577	1.03435379191529	Lophotis_ruficrista	T>G
0.952216674778776	0.670511993544762	1.40986521317131	0.991841184803144	0.934254087423805	1.05669268844459	Cuculus_canorus	T>G
0.511420269515124	0.341516560157418	0.744499121462855	0.892247104629692	0.836383324316346	0.951179706275252	Egretta_garzetta	T>G
1.8451688694229	1.37505685077692	2.35685184719175	1.09901800891398	1.05263829799193	1.13473455775008	Lophotis_ruficrista	S>W
2.18178859393153	1.70794270609983	2.9865810641166	1.12380757541901	1.08714397889649	1.16610566231784	Cuculus_canorus	S>W
2.43338257016162	1.76571634553724	3.62572212915092	1.13916136063782	1.09228668090189	1.18921169177052	Egretta_garzetta	S>W
1.22893081048093	0.857724096595751	1.84039206422382	1.03423626691393	0.974471289239529	1.09862395110978	Lophotis_ruficrista	W>S
1.30068072435748	0.990765002543966	1.76501192123258	1.04356402305546	0.998453693689908	1.09222527099649	Cuculus_canorus	W>S
0.917348328743816	0.656253600073402	1.23548291886555	0.985630906668146	0.93081848498093	1.03511290809967	Egretta_garzetta	W>S
2.14524866650546	1.76469842302703	2.66575656228611	1.12137340985696	1.09219793096393	1.15147001116802	Lophotis_ruficrista	S>S
2.24057273965318	1.71486924750691	3.01195406239083	1.12760838276857	1.08777209045621	1.1671632684973	Cuculus_canorus	S>S
2.08528530514357	1.61520136684762	3.00938567073716	1.11725391093591	1.07841351143439	1.16705682081612	Egretta_garzetta	S>S
2.15935195571494	1.53702411556992	3.4162863440699	1.12231959506947	1.07055827235725	1.18237693813449	Lophotis_ruficrista	W>W
2.3752691015111	1.77248228620088	3.35563072899778	1.13581821776278	1.09287492896957	1.18027475051356	Cuculus_canorus	W>W
2.28618686668615	1.61042369043264	3.3978496714459	1.1304639611059	1.07794694946391	1.18174409848632	Egretta_garzetta	W>W
1.48968228531021	1.28284535842147	1.79683792889015	1.06556154951972	1.0413001195165	1.09496890764378	Lophotis_ruficrista	gc-BGC-affected
1.73257848029067	1.41180801838298	2.19468411282996	1.08936351820263	1.05691553324921	1.1246533377152	Cuculus_canorus	gc-BGC-affected
1.36358902289594	1.11050143775457	1.67762551136152	1.05127640202729	1.0174526356277	1.08435652016887	Egretta_garzetta	gc-BGC-affected
2.16612009413062	1.74868538627671	2.85128704562986	1.12277067403859	1.09079314666988	1.16023102785259	Lophotis_ruficrista	gc-BGC-unaffected
2.33428688501678	1.77338033452297	3.11171110649829	1.13339053007233	1.0929527918086	1.17119483444584	Cuculus_canorus	gc-BGC-unaffected
2.20609348734145	1.71922724145779	3.0840297829221	1.12539595742747	1.08816564138668	1.17009586884313	Egretta_garzetta	gc-BGC-unaffected
1.33720133626135	1.11865238048298	1.65180918559808	1.04809189678124	1.01866790128417	1.08193264044513	Bucorvus_abyssinicus	mod
1.78309109487346	1.35459496392652	2.46906443294832	1.09379152749928	1.05019900370114	1.14115856127236	Halcyon_senegalensis	mod
1.86797247010681	1.49753387643983	2.44739060538038	1.10088107878229	1.06640335374203	1.13995035386295	Trogon_melanurus	mod
1.31531048177255	1.08915381115412	1.62248221892866	1.04539498903133	1.01422486793108	1.07912125065274	Bucorvus_abyssinicus	exptotsub
1.70970831471149	1.33770473125438	2.3299463373739	1.08730439248859	1.04815331989813	1.13312990687439	Halcyon_senegalensis	exptotsub
1.79216166782774	1.40432704070244	2.31052750732061	1.09456969928297	1.05605546914066	1.13195555737695	Trogon_melanurus	exptotsub
11.6383037476798	4.20880119924218	Inf	1.28058363843942	1.20534483057311	1.34754966155762	Bucorvus_abyssinicus	C>A
11.6153877324613	3.98738007783832	Inf	1.2804878179354	1.1996626171934	1.36227329260994	Halcyon_senegalensis	C>A
13.5917948952555	4.99568374846179	Inf	1.2876455566443	1.2221422340967	1.35833913755963	Trogon_melanurus	C>A
1.48357821873581	1.14207559532214	1.92725598675689	1.06490342778922	1.02210871169882	1.10558875968391	Bucorvus_abyssinicus	C>G
1.94554428239799	1.43836858829836	2.86866554562643	1.10700278021602	1.0599264866958	1.16100862373926	Halcyon_senegalensis	C>G
2.33103782529878	1.82748706581009	3.12017441175446	1.13319550793747	1.09755270864791	1.17152788530066	Trogon_melanurus	C>G
3.21316083954344	2.19689463431413	4.72804177512943	1.17509900712164	1.12479763137089	1.21694684509904	Bucorvus_abyssinicus	C>T
2.2288320793983	1.51289407137319	3.45855028252656	1.12686032691087	1.06803497704314	1.18380789918507	Halcyon_senegalensis	C>T
2.36682769167713	1.74279480669689	3.30888104296778	1.13532300203106	1.09027225379544	1.17861412432786	Trogon_melanurus	C>T
2.27521263916053	1.77405392773695	2.94857330764409	1.12978420840154	1.0930111607898	1.16449598000978	Bucorvus_abyssinicus	T>A
2.52016180833657	1.8032513089721	3.78352738211772	1.14394809965236	1.09551424642774	1.19396616483779	Halcyon_senegalensis	T>A
2.6249344731872	1.87459201524645	4.09243850301067	1.14942196290779	1.10141636454933	1.20242028131071	Trogon_melanurus	T>A
0.626367611685852	0.446134742177966	0.876827156018953	0.923421907480714	0.872334335644759	0.978123923383846	Bucorvus_abyssinicus	T>C
1.12034905145326	0.808169557532025	1.60268471143012	1.01891969176345	0.964636346986211	1.07718756825511	Halcyon_senegalensis	T>C
1.20362674211165	0.931243248783829	1.61278197328215	1.03080175939363	0.988132558088428	1.07817745982996	Trogon_melanurus	T>C
0.292255278673932	0.130324227767064	0.499171778096215	0.817439393746739	0.743532061901989	0.888643354234834	Bucorvus_abyssinicus	T>G
0.516210912853128	0.302138283039788	0.877639544159044	0.893640767467172	0.821354939525295	0.978277609916913	Halcyon_senegalensis	T>G
0.646825712495146	0.470817241015768	0.878734879242686	0.928514133822182	0.880070583838871	0.978484613573897	Trogon_melanurus	T>G
3.92292349271166	2.4858153175022	6.6303333451255	1.19791244620119	1.14208204606078	1.24596275114343	Bucorvus_abyssinicus	S>W
2.88610616223162	1.89750977468255	5.0476353534658	1.16178200693215	1.10325070428001	1.22309741008366	Halcyon_senegalensis	S>W
3.00475432706677	2.09351655823189	4.60643925281269	1.16686452845287	1.11782885675549	1.21442244594038	Trogon_melanurus	S>W
0.528914056326075	0.350029138050027	0.76956445312286	0.897293999462179	0.839516831246871	0.956592793880159	Bucorvus_abyssinicus	W>S
0.924264122277866	0.618439509932723	1.34478365143056	0.986880547071594	0.921413911831828	1.04901428058835	Halcyon_senegalensis	W>S
1.05246191653403	0.809481246004778	1.41285590444654	1.00852016077398	0.964903614518272	1.05703557952296	Trogon_melanurus	W>S
1.48357821873581	1.15628506885954	1.93373410634315	1.06490342778922	1.02415961771731	1.10609165344652	Bucorvus_abyssinicus	S>S
1.94554428239799	1.39911852099213	2.85513085834484	1.10700278021602	1.05545349503715	1.16040362195308	Halcyon_senegalensis	S>S
2.33103782529878	1.78765222552255	3.25043626306044	1.13319550793747	1.09418346357449	1.17648668856406	Trogon_melanurus	S>S
2.27521263916053	1.78440246903238	3.07323992717787	1.12978420840154	1.09390434485871	1.16966345908447	Bucorvus_abyssinicus	W>W
2.52016180833657	1.87376796021671	3.75183306503871	1.14394809965236	1.10134986219171	1.19303659783317	Halcyon_senegalensis	W>W
2.6249344731872	1.85419326406136	3.90200409596352	1.14942196290779	1.09975886763018	1.19733453496113	Trogon_melanurus	W>W
1.22144087573314	1.00926647304826	1.4970500347611	1.03322781445625	1.00153728954862	1.06635163197129	Bucorvus_abyssinicus	gc-BGC-affected
1.61567286053107	1.28553859636213	2.21369376133088	1.07845946254992	1.04164424624997	1.12588772209047	Halcyon_senegalensis	gc-BGC-affected
1.68054068207389	1.37022912283083	2.16007911679494	1.08462729013653	1.05206657298299	1.12236815112523	Trogon_melanurus	gc-BGC-affected
1.90279487720912	1.50763411703113	2.42985370429322	1.1036696144461	1.06747849345105	1.13896158335689	Bucorvus_abyssinicus	gc-BGC-unaffected
2.26561253477766	1.67276337935655	3.29729372294938	1.12918582361903	1.08390359637429	1.17819693595226	Halcyon_senegalensis	gc-BGC-unaffected
2.52351691712972	1.89320663301772	3.56931753140289	1.14412843313103	1.10290849638648	1.18743262451085	Trogon_melanurus	gc-BGC-unaffected
2.69781538875829	1.90144023682226	4.47530112882954	1.1530467055332	1.10356238778499	1.21157442894058	Ficedula_albicollis	mod
2.0055873987283	1.50329444058356	2.6810630749391	1.11152422309128	1.06701761119589	1.15222623109285	Falco_cherrug	mod
2.39057631070538	1.79491648159748	3.54037826820465	1.13670992610851	1.0948050370296	1.18650268899359	Ficedula_albicollis	exptotsub
1.93608000620103	1.50132127871382	2.54520196219826	1.10627321737646	1.06680752861565	1.14528574852006	Falco_cherrug	exptotsub
7.28512399710741	4.06169243364072	18.5956168455996	1.25286783071691	1.20162508052921	1.29931211971605	Ficedula_albicollis	C>A
3.90109018063778	2.30768454786258	7.62487824797628	1.19730917501435	1.13178247289912	1.25603755622215	Falco_cherrug	C>A
1.96121152554102	1.35469141321435	2.91452440101123	1.10820025489009	1.05021060101886	1.16302741660576	Ficedula_albicollis	C>G
2.36406317239649	1.70834823009715	3.40977818291803	1.13516028113356	1.08718084110276	1.18215414948025	Falco_cherrug	C>G
3.10791760149846	2.18730272066453	4.87465782512141	1.17104510573513	1.12417006109552	1.21985154656171	Ficedula_albicollis	C>T
1.94323136370823	1.42034951777261	2.64589416440096	1.10682491986402	1.05789102148071	1.15047924141369	Falco_cherrug	C>T
3.36602596926677	2.31732832044132	5.18060667305337	1.18063917361934	1.13236839942592	1.22546905690668	Ficedula_albicollis	T>A
2.9321429379388	1.97804808099012	4.61103685129609	1.16379049697446	1.10947305689179	1.21451987971777	Falco_cherrug	T>A
1.88106785878639	1.1992035252334	3.26389478862515	1.10193764973861	1.03019328330276	1.17698175813848	Ficedula_albicollis	T>C
1.63846069362505	1.31989074534268	2.07644482879158	1.08066075485701	1.04596347852226	1.11663298479221	Falco_cherrug	T>C
0.925809974231137	0.575809630737732	1.48843835924375	0.987158645494349	0.910270386094865	1.06542769516865	Ficedula_albicollis	T>G
1.23383719935108	0.975047843236573	1.62961819448194	1.0348932022171	0.995788767539839	1.07981110411176	Falco_cherrug	T>G
3.68789752941646	2.65998514482548	5.67153792777836	1.19112317142528	1.15118323154694	1.23340634889833	Ficedula_albicollis	S>W
2.20379376673495	1.57490745660735	3.18673306963881	1.12524669754901	1.07442435198103	1.17410019007393	Falco_cherrug	S>W
1.56590499621562	1.03848352302509	2.48042354917671	1.07351597156432	1.0062928352687	1.14178576527244	Ficedula_albicollis	W>S
1.53453986191367	1.2251930372193	1.94697933893085	1.07030071085041	1.03373385790995	1.10711299379457	Falco_cherrug	W>S
1.96121152554102	1.36856249861766	2.9732441447831	1.10820025489009	1.05186866138326	1.16554433211074	Ficedula_albicollis	S>S
2.36406317239649	1.73952223399381	3.40208441245999	1.13516028113356	1.08998189840274	1.18188992511979	Falco_cherrug	S>S
3.36602596926677	2.46457985573792	5.17863628149133	1.18063917361934	1.14090980885819	1.22543465856205	Ficedula_albicollis	W>W
2.9321429379388	1.95438527990516	4.56524332572635	1.16379049697446	1.10768007436229	1.21354222490419	Falco_cherrug	W>W
2.33120726441866	1.69452631829521	3.50312404220048	1.13320568778348	1.0859181709205	1.18528796295955	Ficedula_albicollis	gc-BGC-affected
1.82314931512397	1.43669606848774	2.3561056928349	1.09719043324114	1.05973882341958	1.1346904037945	Falco_cherrug	gc-BGC-affected
2.66097664496042	1.93835018242478	4.0364250699974	1.15123256315104	1.10644864455314	1.20096431018672	Ficedula_albicollis	gc-BGC-unaffected
2.6517766825353	1.87668883353563	3.92676896005765	1.15077379461482	1.10158540881162	1.1980181456167	Falco_cherrug	gc-BGC-unaffected
1.82233239198681	1.37079089669095	2.44602594469424	1.09712208176018	1.05213322091635	1.13987377227196	Haliaeetus_leucocephalus	mod
1.94778514583298	1.56599273770191	2.48041520655663	1.1071748334138	1.07352485575217	1.14178530612935	Psophia_crepitans	mod
1.78811160925407	1.35170495961224	2.45301636120678	1.09422286714757	1.04985106063507	1.14026541910148	Haliaeetus_leucocephalus	exptotsub
1.88328813055173	1.50906323936993	2.35323017120034	1.10211583564291	1.06762992012081	1.13452005997309	Psophia_crepitans	exptotsub
7.4622428986701	3.73589031591941	28.4001118772006	1.25455201322121	1.19256430740684	1.3106576826606	Haliaeetus_leucocephalus	C>A
13.833735066627	5.39116610252378	Inf	1.28839073029558	1.2290226870487	1.34531502058097	Psophia_crepitans	C>A
2.86882016414527	1.94910182532984	4.5013184946236	1.16101551074621	1.10727580593951	1.21215026288973	Haliaeetus_leucocephalus	C>G
2.80335488737453	2.12593852771079	3.84980965530953	1.15804948883076	1.12006405092205	1.19587089376381	Psophia_crepitans	C>G
1.93056087169004	1.40377377275122	2.69478903202078	1.10584559434561	1.05599164909337	1.15289903495012	Haliaeetus_leucocephalus	C>T
2.39081360194207	1.71462318168153	3.39097921037614	1.13672368593637	1.08774983166526	1.18150691040441	Psophia_crepitans	C>T
3.00894544051453	2.05588173850876	4.84192529906291	1.16703856166363	1.11517480374573	1.21921570386388	Haliaeetus_leucocephalus	T>A
3.06177734722279	2.21194515956955	4.37286767404993	1.16920157285599	1.12577478748443	1.2092531014887	Psophia_crepitans	T>A
1.24365800360302	0.954001648460461	1.60809650440775	1.03619951632732	0.992153136688194	1.07771907000374	Haliaeetus_leucocephalus	T>C
1.30530633885174	1.04667354563579	1.62955206446965	1.04414544735427	1.00760152911462	1.07980472833835	Psophia_crepitans	T>C
1.02950780088941	0.82379416710365	1.34246105679116	1.00484646258836	0.967795007412819	1.04873237284612	Haliaeetus_leucocephalus	T>G
0.827037673320069	0.631827739097747	1.08384774611804	0.968443940847403	0.924793479098919	1.01341232763194	Psophia_crepitans	T>G
2.32707032787535	1.72247320780705	3.39072918643551	1.13295684562248	1.08845795136266	1.18149826486083	Haliaeetus_leucocephalus	S>W
2.98953345683554	2.0598870004266	4.53369465841041	1.16622941657725	1.11546036398063	1.21285927254405	Psophia_crepitans	S>W
1.19341265266198	0.960892201861719	1.52534652924849	1.02939295719956	0.993352040106854	1.06934316052126	Haliaeetus_leucocephalus	W>S
1.17518228623256	0.949228837079735	1.45158079955071	1.02684561003482	0.991317735172246	1.06139994782597	Psophia_crepitans	W>S
2.86882016414527	2.01043950738283	4.55742825423514	1.16101551074621	1.11188172633983	1.21337376999419	Haliaeetus_leucocephalus	S>S
2.80335488737453	2.14297389179105	3.93753330117003	1.15804948883076	1.1212200006684	1.19831314693607	Psophia_crepitans	S>S
3.00894544051453	2.06982693228263	5.03570259071599	1.16703856166363	1.11616582474973	1.22287947039911	Haliaeetus_leucocephalus	W>W
3.06177734722279	2.21568154898834	4.59943850153953	1.16920157285599	1.12601595550517	1.21427377647181	Psophia_crepitans	W>W
1.63655053483602	1.29161314210431	2.15270915357526	1.08047769568931	1.04241744774259	1.12187498618112	Haliaeetus_leucocephalus	gc-BGC-affected
1.73588422218596	1.42914980416674	2.14282255975664	1.08965830452162	1.05888888963409	1.12120978706533	Psophia_crepitans	gc-BGC-affected
2.95865133868551	2.08670333672206	4.77944026243564	1.16492581025805	1.11735317782716	1.21798190890565	Haliaeetus_leucocephalus	gc-BGC-unaffected
2.96511215451507	2.15872961263353	4.05017695873464	1.16520021611305	1.12227802046316	1.20132475776973	Psophia_crepitans	gc-BGC-unaffected
1.60718035411339	1.24366580846293	2.13232886186831	1.0776292484146	1.03620054994284	1.12049914635431	Anseranas_semipalmata	mod
1.31831506114156	1.06562155365912	1.65112838089642	1.04576816247239	1.0105894766546	1.08186808122764	Cairina_moschata	mod
1.9297626187966	1.43491076492494	2.71907126929458	1.10578361227761	1.05953822089223	1.15407711090737	Penelope_pileata	mod
1.43973580241846	1.05469266577562	1.99414436330567	1.06007970234353	1.00887280560034	1.11067651195995	Gallus_gallus	mod
1.59357185934397	1.21252677754927	2.17708024737532	1.0762875667914	1.03201871267816	1.12349706394183	Anseranas_semipalmata	exptotsub
1.30389597223641	1.06366127774775	1.62146469937871	1.04396841638375	1.01028290162961	1.07902257842419	Cairina_moschata	exptotsub
1.85967601779495	1.36593930474527	2.5496878147415	1.10020669153259	1.05155659234528	1.14552339018902	Penelope_pileata	exptotsub
1.40155652464226	1.03332616949385	1.91117765209444	1.05573559210758	1.00546332572279	1.10433093418843	Gallus_gallus	exptotsub
3.26342820231572	1.8502635925225	7.41710465309264	1.17696464714212	1.09943683743884	1.25412953414786	Anseranas_semipalmata	C>A
4.06019106633983	2.45242010183687	9.0009491690968	1.20158600246646	1.14023207479531	1.26667299386009	Cairina_moschata	C>A
12.0993446307815	3.73201257847459	Inf	1.28244020200063	1.19244895155902	1.36350321603876	Penelope_pileata	C>A
3.37663170857135	2.04427118105477	7.15409664114503	1.18100919206254	1.11434276809871	1.25157483867646	Gallus_gallus	C>A
1.83237458002738	1.40227568107539	2.46468751356345	1.09795956908347	1.05581869505991	1.14091578801162	Anseranas_semipalmata	C>G
1.33634512188153	1.07150709341978	1.73067071935713	1.04798736264482	1.01150645241926	1.08919307067156	Cairina_moschata	C>G
2.16337072401764	1.56902248607061	3.09399466886699	1.12258766839907	1.07383125801816	1.17049319293541	Penelope_pileata	C>G
1.55947274195411	1.13851295897141	2.13505132705927	1.0728630201556	1.02159022985113	1.12068397065384	Gallus_gallus	C>G
1.62391083316616	1.07622345729507	2.50070478476751	1.0792596589386	1.01223751663583	1.14289549076874	Anseranas_semipalmata	C>T
1.8798438276501	1.46578930086806	2.49639747067783	1.10183929873818	1.06296689673959	1.14266088483238	Cairina_moschata	C>T
3.04964582031408	2.00983644988814	4.74835783021324	1.16870988322259	1.11183735580557	1.21735818245412	Penelope_pileata	C>T
1.55776768226024	1.18348166311546	2.16012174967528	1.07268938537417	1.02801056468895	1.12237099723499	Gallus_gallus	C>T
2.61091397218625	1.69658672195674	4.44367411506094	1.14870786958598	1.08610721550134	1.21086702609753	Anseranas_semipalmata	T>A
2.28182402833643	1.68662452887134	3.16125249690058	1.13019426770689	1.08519048363385	1.17312515871206	Cairina_moschata	T>A
3.06868329906718	2.00459997649102	5.32391947747327	1.16948016078006	1.11145132844653	1.22791347954781	Penelope_pileata	T>A
1.84050067746072	1.31752089971019	2.8053332580385	1.09863292577609	1.04566962046238	1.15814061788367	Gallus_gallus	T>A
1.3330500369473	1.0375151563406	1.72072159246581	1.04758435405341	1.00613740323581	1.08830029926149	Anseranas_semipalmata	T>C
0.828362736004065	0.616023407805099	1.1218395218007	0.968708385811331	0.920798054792943	1.01914054928108	Cairina_moschata	T>C
1.14693353649572	0.825392121385503	1.60547352519401	1.02281293047316	0.968115000868605	1.07746173831606	Penelope_pileata	T>C
1.10735974858415	0.808122161087607	1.48678573283749	1.01698171509892	0.964626682303926	1.06524965492732	Gallus_gallus	T>C
1.03763332304204	0.796198114090369	1.33806179660354	1.00615637802551	0.962179026112451	1.04819687216917	Anseranas_semipalmata	T>G
0.431544473438972	0.298830344733377	0.626141306141933	0.867635844337308	0.820051002527057	0.923364861252421	Cairina_moschata	T>G
0.697154095614875	0.454281222915488	0.996420209490672	0.940518875065102	0.874916724384647	0.999402298425233	Penelope_pileata	T>G
0.702751151906584	0.50871357261151	0.952611344688184	0.941810082316768	0.891455777003871	0.991910208613586	Gallus_gallus	T>G
1.8400808007172	1.25859456207995	2.79645045841278	1.09859822773411	1.03816452443798	1.15773070820507	Anseranas_semipalmata	S>W
2.19505211079505	1.67308799881123	3.03714141547486	1.12467737294564	1.08393388708871	1.16819998821165	Cairina_moschata	S>W
3.70455409042778	2.26460398687554	7.47331434209763	1.19162666914105	1.12912275546636	1.254654950855	Penelope_pileata	S>W
1.81016114152755	1.32877717107552	2.64169715103283	1.09609901363013	1.04706005869505	1.15026850421167	Gallus_gallus	S>W
1.26737723836349	1.00234509034541	1.58274736904538	1.03930785958912	1.00039039064024	1.07521026846963	Anseranas_semipalmata	W>S
