alpha	alpha_lwr	alpha_upr	xz_a	xz_a_lwr	xz_a_upr	xz_a_RofM	alpha_RofM	species	mut_type	gc_width
2.7976086869522	0.344560746072291	Inf	0.842215734941446	0.583145698356836	1.16249154376063	0.822895353510932	3.26724873730281	Ceratotherium_simum_cottoni	mod	0.03
0.823037244863819	24.2530610463695	Inf	1.03235676353381	0.693066106538235	1.53787981738452	1.00037777007319	0.997735945437032	Felis_catus	mod	0.03
1.40873796710449	0.104858916217981	154.196308816948	0.943436774404063	0.670962301477498	1.27006195712485	0.928049410309129	1.55053817775584	Canis_lupus_familiaris	mod	0.03
2.80088464189607	0.578119076144135	Inf	0.842064430470964	0.635831708185291	1.08911049663136	0.830045298297875	3.08050098112905	Bos_taurus	mod	0.03
2.72190087680366	0.481779349104864	Inf	0.845786607990627	0.620714476648484	1.11657620756383	0.823598500585771	3.24812894884235	Ovis_aries	mod	0.03
1.82944022230626	0.254379713379771	Inf	0.9022845324943	0.637295851897476	1.19813784684895	0.879956664446729	2.1256349271198	Sus_scrofa	mod	0.03
2.21541027613696	0.415168333655045	Inf	0.874001535132538	0.651702785734735	1.13775314508215	0.857316181387076	2.49681806242383	Oryctolagus_cuniculus	mod	0.04
2.24304066799536	0.454920352451273	Inf	0.872235062168397	0.634071071371685	1.12488189854754	0.864106239434822	2.37656052087138	Rattus_norvegicus	mod	0.04
2.5987018921501	0.554069114886458	Inf	0.851918651033829	0.645648349661419	1.09564801651826	0.842682082720406	2.78754703203455	Mus_pahari	mod	0.04
2.30131179129894	0.318285259481234	Inf	0.868606595038097	0.636465130287702	1.17237410887004	0.854787161859538	2.54382793848785	Mus_musculus	mod	0.04
3.89228334617535	0.857613098195443	Inf	0.802935688612799	0.590351442484542	1.02555015393013	0.789719628712801	4.41772140695585	Nomascus_leucogenys	mod	0.04
2.93368428593153	0.315525108144386	Inf	0.836143070518125	0.619851971862303	1.17343515214775	0.823574303408977	3.24878406499447	Pongo_abelii	mod	0.04
3.81771043953263	0.558838540160012	Inf	0.805044984548997	0.561681842472393	1.09433550438878	0.79531444292282	4.18210797005347	Homo_sapiens	mod	0.04
2.45316242391026	0.515596982943052	Inf	0.859726414464963	0.657830247198347	1.10653734084293	0.847286478421953	2.69099413950173	Macaca_mulatta	mod	0.04
1.9285550619475	0.312939571636737	Inf	0.894310215298916	0.631147183555809	1.17443311766607	0.884221177138337	2.06436609942628	Callithrix_jacchus	mod	0.04
2.50832753805448	0.50354065217243	Inf	0.856690733529125	0.623524855440445	1.11006449944453	0.85021750715223	2.63205455721737	Saimiri_boliviensis	mod	0.04
2.93989381313736	0.704667950557034	Inf	0.835875964755793	0.630858003902334	1.05774967286082	0.829955570907636	3.08274321985071	Daubentonia_madagascariensis	mod	0.04
2.04784600718214	0.159024446721731	Inf	0.885400377325175	0.599815733051883	1.2418630471678	0.863372642216293	2.38915309920759	Microcebus_murinus	mod	0.04
3.58219583822301	0.645429701073431	Inf	0.812157320100895	0.584476065544645	1.07182932188782	0.796312760390022	4.14220403808871	Equus_caballus	mod	0.04
2.07010596338025	0.136948631715514	Inf	0.883814437661728	0.646649469561984	1.25303147512837	0.872197483356747	2.24363361856307	Dicerorhinus_sumatrensis	mod	0.04
3.02055999985483	0.419544288746625	Inf	0.832481047422267	0.587943266405345	1.13630095138158	0.819280624945846	3.3683203960094	Ceratotherium_simum_cottoni	mod	0.04
0.839491887296027	139.939141126261	Inf	1.02908558858246	0.671396840707315	1.52649376881028	1.00150218829581	0.991027306251737	Felis_catus	mod	0.04
1.30886690335181	0.132762512105024	193.445335144261	0.955408588385436	0.670095222389909	1.25519838407652	0.933809683583988	1.49554217946485	Canis_lupus_familiaris	mod	0.04
2.64678763453665	0.48143445930852	Inf	0.849475958974517	0.638537755017786	1.11668095010506	0.831742184577654	3.03855565684883	Bos_taurus	mod	0.04
2.85674875484333	0.468645244349928	Inf	0.839523834463626	0.598352450943152	1.12059975175404	0.829678786207114	3.08967547042569	Ovis_aries	mod	0.04
1.81460347952685	0.253956300544991	Inf	0.903526555285413	0.646132688756443	1.19831730423428	0.880242085183454	2.12145784986143	Sus_scrofa	mod	0.04
2.30892297056557	0.370813979855058	Inf	0.868142093141378	0.660274367063028	1.15299572112901	0.862844701591329	2.39827375130292	Oryctolagus_cuniculus	mod	0.05
2.10442449998821	0.455712650748301	Inf	0.881413930344427	0.648008512619256	1.12463250650736	0.868099772268366	2.3096181716271	Rattus_norvegicus	mod	0.05
2.46825621154718	0.520318772425341	Inf	0.858886221971455	0.638871256621502	1.10517119529466	0.851765645349627	2.60167663490213	Mus_pahari	mod	0.05
2.38211482598247	0.47202288697071	Inf	0.863781992718025	0.652114419934323	1.11955817573729	0.853392663929327	2.57029378040431	Mus_musculus	mod	0.05
3.85444793542892	0.74307046926437	Inf	0.8039977649778	0.583623525308357	1.0491335137747	0.792559966309668	4.29548966114279	Nomascus_leucogenys	mod	0.05
2.97094325200781	0.43584953346778	Inf	0.834552890255881	0.625315219836361	1.13096787032871	0.824545217254935	3.22265509901512	Pongo_abelii	mod	0.05
3.73584183157871	0.569211546198366	Inf	0.807437133750537	0.571272012817524	1.09150847227392	0.793883839300766	4.24038266896662	Homo_sapiens	mod	0.05
2.52792255022569	0.485497740890249	Inf	0.855635289751666	0.655186216568249	1.11545002615339	0.847238091971068	2.69198318916087	Macaca_mulatta	mod	0.05
1.86486835828765	0.271356063303539	Inf	0.899370785422454	0.592594123830722	1.19104114043476	0.883579813625812	2.07342674251198	Callithrix_jacchus	mod	0.05
2.23614014128889	0.428351853952131	Inf	0.872673402333295	0.621128581181628	1.13340507206871	0.855055923545634	2.53877220873042	Saimiri_boliviensis	mod	0.05
2.77442337302892	0.717779235117106	Inf	0.843294087806144	0.650705882561367	1.05476465565023	0.833475642744726	2.99658748792209	Daubentonia_madagascariensis	mod	0.05
2.03478776785917	0.0987838290054311	Inf	0.886341555872165	0.577126474761553	1.27339808104333	0.859866321849043	2.45066178320737	Microcebus_murinus	mod	0.05
3.82677948507291	0.78993716653499	Inf	0.804784985253288	0.591067912113293	1.03911921926505	0.79513065965216	4.18952160191649	Equus_caballus	mod	0.05
2.03977650997604	0.105451686791768	Inf	0.885981035495683	0.627023248004054	1.26973840162549	0.866493490075581	2.33622211119493	Dicerorhinus_sumatrensis	mod	0.05
2.85909299913297	0.352888926327697	Inf	0.839418830663867	0.572812000139055	1.15943932057276	0.818945267096663	3.37794059561991	Ceratotherium_simum_cottoni	mod	0.05
0.881573665354675	144.746680286005	Inf	1.02098001561599	0.671240813160833	1.49433582224391	0.996812940249704	1.01930695576665	Felis_catus	mod	0.05
1.21858496738966	0.0317765558704061	360.16142871608	0.967158501086266	0.668512563303627	1.31280139697585	0.937727071688099	1.45947639093195	Canis_lupus_familiaris	mod	0.05
2.8337628224667	0.522583516810113	Inf	0.84056022699853	0.645847507385979	1.10451894820415	0.830343940534152	3.07305578174773	Bos_taurus	mod	0.05
2.76954321632606	0.436316123217249	Inf	0.843522754634913	0.608353719035392	1.1308170412885	0.827299943029368	3.15024011065657	Ovis_aries	mod	0.05
1.82453220714526	0.265165982673969	Inf	0.902693951106968	0.63435259037296	1.19360674867681	0.884627988008946	2.05864665602645	Sus_scrofa	mod	0.05
2.3240019001374	0.441579697911525	Inf	0.867228124420078	0.660757223852741	1.12912231003657	0.857417526656729	2.49496021512773	Oryctolagus_cuniculus	mod	0.06
2.11855543042942	0.365175229577496	Inf	0.880440858448426	0.637025585866339	1.15500446552417	0.877089237690187	2.16822793022594	Rattus_norvegicus	mod	0.06
2.48618807688297	0.562934934242806	Inf	0.857897504465509	0.64649917456776	1.0932146003397	0.845733903774476	2.72299633050849	Mus_pahari	mod	0.06
2.38187185287758	0.498539947907817	Inf	0.8637961546156	0.654381769744263	1.11154414063553	0.854725037434939	2.54499862964431	Mus_musculus	mod	0.06
3.94112270951902	0.896785669534096	Inf	0.801588769568977	0.566701360196124	1.0181384630718	0.788499891920333	4.47196107858605	Nomascus_leucogenys	mod	0.06
3.08986658496369	0.508943488563113	Inf	0.829671168847167	0.631666444818235	1.10847689463054	0.819836918958455	3.3524552365212	Pongo_abelii	mod	0.06
4.08504622276555	0.614997545808815	Inf	0.797770030817424	0.552360559155027	1.07946399158941	0.789499640234153	4.42742430883502	Homo_sapiens	mod	0.06
2.5097280021523	0.469940247930435	412.174342096448	0.856614909452957	0.668280190544466	1.12019984096085	0.845080724279394	2.73662633756001	Macaca_mulatta	mod	0.06
1.83054558941541	0.290037830981724	Inf	0.902192520466588	0.599057284040075	1.18344737701167	0.881690098671533	2.10043728932565	Callithrix_jacchus	mod	0.06
2.11640811877441	0.460958361004911	Inf	0.880588156169411	0.647712090602311	1.12298813650521	0.860608348869535	2.43745944190231	Saimiri_boliviensis	mod	0.06
2.87020171069336	0.695112271831722	Inf	0.838922976932012	0.653746634073474	1.05995428409762	0.832268971677821	3.0257088608867	Daubentonia_madagascariensis	mod	0.06
2.05109550390577	0.170330526812124	Inf	0.885167420187248	0.581672963160599	1.23630631238505	0.859252429729964	2.46166121556739	Microcebus_murinus	mod	0.06
3.59156716316311	0.791028209146463	Inf	0.811860375693762	0.616005227123992	1.03889233193655	0.795397058116591	4.17878225303149	Equus_caballus	mod	0.06
2.25270976108228	0.170322192355189	Inf	0.871623983991175	0.625417183366187	1.23631036907741	0.859506192965744	2.4571059131971	Dicerorhinus_sumatrensis	mod	0.06
3.26574307882934	0.481668605403189	Inf	0.822950496786511	0.581661012977885	1.11660983495378	0.81208530396929	3.58446509355814	Ceratotherium_simum_cottoni	mod	0.06
0.883751536097755	356.800545665637	Inf	1.02057038161608	0.668529902133305	1.51767770668895	0.989112464396233	1.06753095050659	Felis_catus	mod	0.06
1.31449808905158	0.100948655083836	Inf	0.954706077811676	0.665431869587101	1.27220504812361	0.940997847053376	1.43015272900041	Canis_lupus_familiaris	mod	0.06
2.84731422252833	0.51253530108129	Inf	0.839947721477042	0.629864058973514	1.10742772936059	0.832600420818674	3.01766759315259	Bos_taurus	mod	0.06
2.89586331891147	0.45052182372	Inf	0.837788344224117	0.607066854076282	1.12627137978773	0.824054711983463	3.23581514926866	Ovis_aries	mod	0.06
2.26221879031554	0.297889493773062	Inf	0.871026554680856	0.593954035185588	1.18032108013188	0.867449115900252	2.32034333285318	Sus_scrofa	mod	0.06
2.15583267269979	0.277060856481373	Inf	0.877915720659234	0.65895999349649	1.18869869300526	0.855623602539224	2.52814075645418	Oryctolagus_cuniculus	mod	0.07
2.11013129749524	0.33266935455603	Inf	0.881019889375808	0.626943919062996	1.16691578276401	0.86682795711449	2.3306473253401	Rattus_norvegicus	mod	0.07
2.63544027037396	0.560178924301627	Inf	0.850046564859325	0.612127911776256	1.09396808465312	0.843921751883046	2.76105805851975	Mus_pahari	mod	0.07
2.42056881266304	0.435268757617021	Inf	0.86156602498352	0.620017029578539	1.13115574798237	0.848234874288821	2.67171475335598	Mus_musculus	mod	0.07
3.71452446265655	0.659360951472382	Inf	0.808073646723148	0.588223008047306	1.06842775793202	0.791152023266376	4.35538223030018	Nomascus_leucogenys	mod	0.07
3.11809154993083	0.417313628971101	Inf	0.828553953188469	0.619240603426104	1.13704009216645	0.820956253472775	3.32087920168229	Pongo_abelii	mod	0.07
3.3178770429656	0.37400860536145	Inf	0.821063528835949	0.57921415495746	1.15186498643359	0.80416143233357	3.84866942703652	Homo_sapiens	mod	0.07
2.50917204510088	0.480953287668684	Inf	0.856645002894836	0.658507220022412	1.11682716275911	0.845516376163048	2.72752445918934	Macaca_mulatta	mod	0.07
1.9689991980322	0.306850552598716	Inf	0.89120922198582	0.56144281417009	1.17679895787699	0.876760536040035	2.17318477047943	Callithrix_jacchus	mod	0.07
2.3022498414202	0.494106678164748	Inf	0.868549231185151	0.641832407605162	1.11286416809645	0.858301363809822	2.47884113161747	Saimiri_boliviensis	mod	0.07
2.85660885923448	0.736334372893967	Inf	0.839530104728414	0.654464464266701	1.05061729108213	0.836110664603848	2.93443659723978	Daubentonia_madagascariensis	mod	0.07
2.17454698718347	0.163879708985894	Inf	0.876670383530265	0.567151396277613	1.23946354723738	0.856643202942289	2.50920529311815	Microcebus_murinus	mod	0.07
3.78627574879444	0.787376295923662	Inf	0.805953807996663	0.59359036861618	1.03965285216498	0.794817789383399	4.20219138571482	Equus_caballus	mod	0.07
2.31390044737713	0.202823741352552	Inf	0.86783947715176	0.642681667707774	1.22091800353919	0.852193447313531	2.5933716110539	Dicerorhinus_sumatrensis	mod	0.07
3.23407003147765	0.442575917002001	Inf	0.824119581169832	0.570700003596502	1.1288029458111	0.811044013964475	3.61752954424026	Ceratotherium_simum_cottoni	mod	0.07
0.830191612501085	146.668484319514	Inf	1.03092725124864	0.671181283781746	1.51556310823801	1.00831343319581	0.951333166239092	Felis_catus	mod	0.07
1.20664619028856	0.053842529408468	189.162443835678	0.968784273739638	0.670172441272944	1.29927224867983	0.943740879086254	1.40609424040192	Canis_lupus_familiaris	mod	0.07
2.79323674962114	0.493975560219392	Inf	0.842418065978416	0.627433667839596	1.11290332837535	0.830089725453168	3.07939168203682	Bos_taurus	mod	0.07
2.99251186004723	0.480629665738188	Inf	0.833645924346012	0.601620285407021	1.11692555455292	0.820818730351708	3.32473397196147	Ovis_aries	mod	0.07
1.96873221885438	0.216908939348043	Inf	0.891229415180216	0.61063302559475	1.21450278250935	0.873074998991969	2.22984377208179	Sus_scrofa	mod	0.07
2.4057052176359	0.406356216118243	Inf	0.862416628587751	0.641617848249743	1.14070493593728	0.84718874213641	2.6929924771356	Oryctolagus_cuniculus	mod	0.08
2.26558055483749	0.414925093024435	Inf	0.870816175604394	0.654279882028104	1.13783412984428	0.862837011497336	2.39840696738399	Rattus_norvegicus	mod	0.08
2.5651186857103	0.329081051737645	Inf	0.853663713732393	0.621643104429905	1.16826637406981	0.850949052799843	2.61763639301308	Mus_pahari	mod	0.08
2.47934298143871	0.322885792146604	Inf	0.858273723005505	0.627504176012303	1.17061543580787	0.845838642756801	2.72081996981099	Mus_musculus	mod	0.08
3.74926941388514	0.403157218036162	Inf	0.807039134212428	0.556984201032728	1.14178567549714	0.795709758971222	4.1662328820613	Nomascus_leucogenys	mod	0.08
3.10835629239251	0.232319705090566	Inf	0.828937565103869	0.612226032255818	1.20765182166561	0.823723772431663	3.24474055738806	Pongo_abelii	mod	0.08
3.17313392488837	0.35847202987289	Inf	0.82641870881674	0.574617649894755	1.15741410349762	0.804236020929733	3.84604053161315	Homo_sapiens	mod	0.08
2.42716827039255	0.464934084262241	Inf	0.861190720949623	0.644338418070459	1.12174971363011	0.850877372397072	2.61904409422514	Macaca_mulatta	mod	0.08
1.9596640226368	0.319450461182127	Inf	0.891917459178151	0.581440108750586	1.17192752054472	0.874388381438537	2.20942212227946	Callithrix_jacchus	mod	0.08
2.23067960296968	0.418946664915808	Inf	0.873021597701567	0.63688822756123	1.13649874926029	0.862058740617941	2.4119432440894	Saimiri_boliviensis	mod	0.08
2.72510440520089	0.658075757806468	Inf	0.845632567793058	0.654107447534038	1.06873916759306	0.83522658964359	2.95507220751362	Daubentonia_madagascariensis	mod	0.08
2.27237801810123	0.234150842284165	Inf	0.870392111275751	0.532875971677187	1.20684914989765	0.855578968611009	2.5289743431483	Microcebus_murinus	mod	0.08
3.75673152254214	0.739608475852614	Inf	0.806818925314719	0.584882865843465	1.0498946607358	0.79562431106346	4.16965605090757	Equus_caballus	mod	0.08
2.53032098656828	0.218863755597442	Inf	0.855506907880742	0.6221576062917	1.21362416179695	0.848705397423989	2.66222431838096	Dicerorhinus_sumatrensis	mod	0.08
3.13622223394939	0.449990580783994	Inf	0.827844337729595	0.580578274213182	1.12643976830034	0.809107518652687	3.68030524509987	Ceratotherium_simum_cottoni	mod	0.08
0.815259878125539	Inf	Inf	1.03392353974595	0.652672838019131	1.59411644553922	1.00294509965966	0.982484159727706	Felis_catus	mod	0.08
1.22689663385752	0.0251164264706964	Inf	0.966036945704648	0.666611627542529	1.31699930152834	0.946160228203235	1.38526663369826	Canis_lupus_familiaris	mod	0.08
2.46357238002031	0.288473474075739	Inf	0.85914616284014	0.6194109909404	1.1840748089995	0.832766997598636	3.01363840111624	Bos_taurus	mod	0.08
2.98953289168489	0.424644814982546	Inf	0.833770607094418	0.589075105355451	1.13461956247307	0.816859774007581	3.43873010199757	Ovis_aries	mod	0.08
1.83452018055331	0.0645394284782586	Inf	0.901862263875832	0.623578865295009	1.29291558599477	0.883825237430833	2.06995328031822	Sus_scrofa	mod	0.08
2.41557560945081	0.389792896855456	Inf	0.861850946827825	0.631800738329237	1.14635444473422	0.850774338014643	2.62106946324154	Oryctolagus_cuniculus	mod	0.09
2.16299109453331	0.34677658851072	Inf	0.877437625781565	0.636049341059093	1.16167576643419	0.865360280844386	2.3552495857787	Rattus_norvegicus	mod	0.09
2.52900266676926	0.392581888692985	Inf	0.855577452409141	0.646381850828899	1.14539375056718	0.851407788321757	2.60865334525427	Mus_pahari	mod	0.09
2.61344820577542	0.377882111306846	Inf	0.851162646324303	0.643231757445838	1.15050099559512	0.847401900606548	2.68863697539142	Mus_musculus	mod	0.09
3.79454639537917	0.520559910157642	Inf	0.805713536107575	0.573739958363396	1.10510165512927	0.795116099588473	4.19010984713727	Nomascus_leucogenys	mod	0.09
3.15683738968796	0.234583120118149	Inf	0.827045003409041	0.613630464460299	1.20666001000905	0.820714180733413	3.32766910070232	Pongo_abelii	mod	0.09
3.72316645242803	0.580170561420909	Inf	0.807814914009073	0.576609882340312	1.08856205121755	0.800582797309018	3.97824021250379	Homo_sapiens	mod	0.09
2.55078382959481	0.369120245923699	Inf	0.854418638811573	0.652343946473683	1.15359735712395	0.848057034375169	2.67531459960439	Macaca_mulatta	mod	0.09
1.87384933399295	0.262301903651194	Inf	0.898643569137192	0.593918155516576	1.19480234065903	0.876878433438006	2.17140508786001	Callithrix_jacchus	mod	0.09
2.07677372094136	0.409950821755741	Inf	0.883343850994247	0.65297480520292	1.1394963968813	0.864145832536553	2.37588354563902	Saimiri_boliviensis	mod	0.09
2.78016196294128	0.611770508878624	Inf	0.843025953174048	0.639733732401937	1.08029048159209	0.836696183061037	2.92088785996652	Daubentonia_madagascariensis	mod	0.09
2.13997389708532	0.179137684649231	Inf	0.878982656708973	0.575179150064273	1.23205158765237	0.85346975368829	2.56882039422345	Microcebus_murinus	mod	0.09
3.75069206569324	0.706913930389853	Inf	0.806997097990757	0.587789929453253	1.05723508068998	0.793689934304795	4.2483822772211	Equus_caballus	mod	0.09
2.25740355523167	0.166373102725551	Inf	0.871328648322561	0.639091916972187	1.23823906070492	0.856512116983676	2.51162835639962	Dicerorhinus_sumatrensis	mod	0.09
2.92601855765869	0.364532053029517	Inf	0.836473980838976	0.569722849960248	1.15523464510773	0.820183794351239	3.34262076630596	Ceratotherium_simum_cottoni	mod	0.09
0.847609717310042	Inf	Inf	1.02749323107621	0.656768273389242	1.50316901872978	1.00407151899695	0.975865676093096	Felis_catus	mod	0.09
1.22144405791116	0.0139633606730703	Inf	0.966771755648083	0.639154006942447	1.32415261983181	0.941425817639169	1.42636747240999	Canis_lupus_familiaris	mod	0.09
2.7170994870355	0.452241318105018	Inf	0.846017977814476	0.643543592075621	1.12572719493794	0.831169796699512	3.0526077925299	Bos_taurus	mod	0.09
2.82016082077612	0.310530323133272	Inf	0.841179389544973	0.604788533580552	1.17536658371458	0.824685476807962	3.2189070153772	Ovis_aries	mod	0.09
1.78818194193345	0.123811847289351	Inf	0.905771101223176	0.613285569785248	1.25988577916728	0.892922693912973	1.94651450739441	Sus_scrofa	mod	0.09
2.52010997406144	0.432373560932739	Inf	0.856054689080489	0.61403972639148	1.13209460030749	0.846613722558398	2.70479340916685	Oryctolagus_cuniculus	mod	0.1
2.12971601413083	0.272722676908254	Inf	0.879678538560676	0.635202476110696	1.19047808195956	0.869358505174942	2.28906517190356	Rattus_norvegicus	mod	0.1
2.36025560298876	0.2751469567146	Inf	0.865064272513586	0.631600338818256	1.18948222385101	0.852789907074939	2.58185611428372	Mus_pahari	mod	0.1
2.29913877313735	0.293554176452591	Inf	0.868739605245329	0.638692211286814	1.18204258118377	0.855603590407448	2.52851445586848	Mus_musculus	mod	0.1
3.8118359582914	0.625830003566516	Inf	0.805213922318206	0.583017492771951	1.07671363664768	0.796106651008268	4.15039205279325	Nomascus_leucogenys	mod	0.1
3.22349750939447	0.458838442766779	Inf	0.824513727114501	0.627911239894788	1.12365124228718	0.818604440675849	3.3877611806158	Pongo_abelii	mod	0.1
3.43960466991575	0.287669506163134	Inf	0.816830187122491	0.544451634204126	1.18439785737657	0.799884885849541	4.00432051078167	Homo_sapiens	mod	0.1
2.51025398051902	0.364703792549328	Inf	0.856586447504888	0.63518903954789	1.15517316185366	0.848577661742922	2.6647958876109	Macaca_mulatta	mod	0.1
1.84693934505201	0.28772817313079	Inf	0.900836273344566	0.610354681545244	1.18437427031863	0.875051864758531	2.19920355558447	Callithrix_jacchus	mod	0.1
2.15300641162738	0.414784368126235	Inf	0.878105078021681	0.643984028318194	1.13788099563866	0.863778742948298	2.38217058661664	Saimiri_boliviensis	mod	0.1
2.73113021170391	0.665242245775102	Inf	0.845343536365679	0.64824122442219	1.06700882010294	0.839164356520652	2.86478605731464	Daubentonia_madagascariensis	mod	0.1
2.13658897655779	0.168802206775882	Inf	0.879211782284044	0.567218613607132	1.23705117039348	0.854827962255895	2.54305950423543	Microcebus_murinus	mod	0.1
3.96394633989309	0.72645071202772	Inf	0.800968413909371	0.569101794504403	1.05281534848085	0.793560569238581	4.25373286780939	Equus_caballus	mod	0.1
2.45590556669319	0.171551945536838	Inf	0.859573172299161	0.620582368582869	1.23571242618797	0.852960606887966	2.57857408499026	Dicerorhinus_sumatrensis	mod	0.1
2.7893649593017	0.329297203411769	Inf	0.842597640280124	0.586193785147009	1.16818481095795	0.82449334819526	3.22404285644116	Ceratotherium_simum_cottoni	mod	0.1
0.887503188963517	Inf	Inf	1.01986695293095	0.653466157580103	1.48637060684722	1.0010756659075	0.993566764591034	Felis_catus	mod	0.1
1.16156743972262	Inf	Inf	0.975084833232044	0.653609872246035	1.35772035706985	0.940242557642195	1.43686190434924	Canis_lupus_familiaris	mod	0.1
2.67254703891703	0.416919936113219	Inf	0.848193726661317	0.628910092992352	1.13717078597168	0.833215136600506	3.0028387347629	Bos_taurus	mod	0.1
